MRUN,GENERO,EDAD,TRAMO_EDAD,COMUNA,REGION,REGION_ORD,TIPO_COLEGIO,GRADO,ZONA,SUBSECTOR,SECTOR
75481,Mujer,47,40-49,SANTIAGO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
76672,Mujer,25,< 30,PEÑALOLÉN,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
77128,Mujer,42,40-49,HUALQUI,Biobío,Biobío,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
79497,Hombre,40,40-49,QUILLOTA,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
80112,Mujer,33,30-39,TEMUCO,Araucanía,Araucanía,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
80797,Mujer,37,30-39,LA SERENA,Coquimbo,Coquimbo,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
81211,Mujer,43,40-49,LAJA,Biobío,Biobío,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
81460,Hombre,66,60+,CAÑETE,Biobío,Biobío,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
82020,Mujer,63,60+,MOSTAZAL,O'Higgins,O'Higgins,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
83357,Mujer,51,50-59,HIJUELAS,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
84107,Mujer,30,30-39,SAN VICENTE,O'Higgins,O'Higgins,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
84345,Mujer,44,40-49,PUENTE ALTO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
85762,Mujer,26,< 30,QUILLOTA,Valparaíso,Valparaíso,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
86945,Mujer,31,30-39,LO PRADO,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
87073,Hombre,29,< 30,LA FLORIDA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
87157,Hombre,70,60+,TALCA,Maule,Maule,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
87340,Mujer,41,40-49,OSORNO,Los Lagos,Los Lagos,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
87505,Mujer,38,30-39,CONCHALÍ,Metropolitana,Metropolitana,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
87826,Mujer,28,< 30,PUNTA ARENAS,Magallanes,Magallanes,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
88248,Mujer,35,30-39,VALPARAÍSO,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
88774,Mujer,35,30-39,HUECHURABA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
89934,Mujer,41,40-49,CAMIÑA,Tarapacá,Tarapacá,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
90010,Mujer,45,40-49,TOLTÉN,Araucanía,Araucanía,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
91967,Mujer,39,30-39,HUECHURABA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
92894,Mujer,29,< 30,LA FLORIDA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
93074,Mujer,60,60+,COIHUECO,Ñuble,Ñuble,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
94155,Hombre,33,30-39,SAN BERNARDO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
94650,Mujer,36,30-39,SAN FELIPE,Valparaíso,Valparaíso,Municipal,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
94680,Mujer,32,30-39,PAINE,Metropolitana,Metropolitana,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
94832,Mujer,44,40-49,CHILLÁN,Ñuble,Ñuble,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
95106,Hombre,36,30-39,COQUIMBO,Coquimbo,Coquimbo,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
95312,Mujer,47,40-49,ARICA,Arica y Parinacota,Arica y Parinacota,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
95905,Hombre,29,< 30,LINARES,Maule,Maule,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
95934,Mujer,46,40-49,MOSTAZAL,O'Higgins,O'Higgins,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
96061,Mujer,38,30-39,SAN JOAQUÍN,Metropolitana,Metropolitana,Corp. Adm. Delegada (DL 3166),Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
96799,Mujer,34,30-39,CURICÓ,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
97337,Hombre,43,40-49,LINARES,Maule,Maule,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
98037,Mujer,47,40-49,TEMUCO,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
98430,Mujer,40,40-49,MELIPILLA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
98465,Mujer,43,40-49,LA PINTANA,Metropolitana,Metropolitana,Servicio Local de Educación,Media TP y Artística (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
98584,Hombre,33,30-39,MONTE PATRIA,Coquimbo,Coquimbo,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
98650,Mujer,31,30-39,MAIPÚ,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
98947,Hombre,41,40-49,YUMBEL,Biobío,Biobío,Municipal,Media H-C (Jóvenes),Urbana,ECONOMÍA Y SOCIEDAD,Formación Diferenciada
99056,Mujer,39,30-39,LA REINA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
100229,Mujer,61,60+,CURANILAHUE,Biobío,Biobío,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
100288,Mujer,29,< 30,ÑUÑOA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
100571,Mujer,44,40-49,COLINA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
101742,Mujer,37,30-39,PUENTE ALTO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
103073,Mujer,32,30-39,VITACURA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
103469,Mujer,28,< 30,POZO ALMONTE,Tarapacá,Tarapacá,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
104752,Hombre,35,30-39,MARIQUINA,Los Ríos,Los Ríos,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
105221,Mujer,40,40-49,ILLAPEL,Coquimbo,Coquimbo,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
105639,Mujer,44,40-49,VIÑA DEL MAR,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
106581,Mujer,41,40-49,VILLA ALEMANA,Valparaíso,Valparaíso,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
106704,Mujer,59,50-59,CHOLCHOL,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
107082,Mujer,34,30-39,TENO,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
109058,Mujer,39,30-39,TALCAHUANO,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
109442,Hombre,50,50-59,LA SERENA,Coquimbo,Coquimbo,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
109598,Hombre,42,40-49,RETIRO,Maule,Maule,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
110105,Hombre,28,< 30,VALDIVIA,Los Ríos,Los Ríos,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
111223,Mujer,56,50-59,CALAMA,Antofagasta,Antofagasta,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
111278,Mujer,24,< 30,SAN BERNARDO,Metropolitana,Metropolitana,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
111801,Hombre,64,60+,QUILACO,Biobío,Biobío,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
111902,Hombre,32,30-39,CALAMA,Antofagasta,Antofagasta,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
112003,Mujer,55,50-59,ÑUÑOA,Metropolitana,Metropolitana,Municipal,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
112533,Mujer,50,50-59,PUNTA ARENAS,Magallanes,Magallanes,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
112604,Mujer,34,30-39,RENCA,Metropolitana,Metropolitana,Particular Subvencionado,Educación Especial,Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
113243,Mujer,48,40-49,CHOLCHOL,Araucanía,Araucanía,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
113682,Mujer,39,30-39,CHIGUAYANTE,Biobío,Biobío,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
114444,Mujer,34,30-39,CURICÓ,Maule,Maule,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
114832,Hombre,51,50-59,MAIPÚ,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
115050,Hombre,52,50-59,QUEMCHI,Los Lagos,Los Lagos,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
115108,Mujer,51,50-59,QUINTERO,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
115958,Mujer,27,< 30,ARICA,Arica y Parinacota,Arica y Parinacota,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
116200,Mujer,44,40-49,TALAGANTE,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
117036,Mujer,38,30-39,RANCAGUA,O'Higgins,O'Higgins,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
117375,Mujer,37,30-39,COLINA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
117548,Mujer,53,50-59,OVALLE,Coquimbo,Coquimbo,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
118232,Hombre,67,60+,PICHIDEGUA,O'Higgins,O'Higgins,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
118665,Mujer,71,60+,LA CISTERNA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
118797,Mujer,43,40-49,QUILPUÉ,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
118844,Hombre,59,50-59,TIRÚA,Biobío,Biobío,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
119132,Mujer,34,30-39,LA SERENA,Coquimbo,Coquimbo,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
120095,Mujer,38,30-39,CALERA DE TANGO,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
120752,Mujer,31,30-39,LAS CONDES,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
121075,Mujer,45,40-49,COQUIMBO,Coquimbo,Coquimbo,Servicio Local de Educación,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
121477,Mujer,37,30-39,DALCAHUE,Los Lagos,Los Lagos,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
121505,Hombre,35,30-39,SANTIAGO,Metropolitana,Metropolitana,Particular Pagado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
123555,Mujer,61,60+,PUENTE ALTO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
124357,Mujer,43,40-49,SAN VICENTE,O'Higgins,O'Higgins,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
124428,Mujer,59,50-59,LINARES,Maule,Maule,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
124825,Mujer,25,< 30,SANTA BÁRBARA,Biobío,Biobío,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
126886,Mujer,46,40-49,VALPARAÍSO,Valparaíso,Valparaíso,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
126889,Mujer,37,30-39,COYHAIQUE,Aysén,Aysén,Particular Subvencionado,Media H-C (Jóvenes),Urbana,EDUCACIÓN CIUDADANA,Formación General
127027,Mujer,40,40-49,LA CISTERNA,Metropolitana,Metropolitana,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
127380,Mujer,48,40-49,EL BOSQUE,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
128054,Hombre,35,30-39,PUENTE ALTO,Metropolitana,Metropolitana,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
128175,Mujer,56,50-59,LA FLORIDA,Metropolitana,Metropolitana,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
128353,Mujer,28,< 30,COLINA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
128720,Mujer,57,50-59,TOCOPILLA,Antofagasta,Antofagasta,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
129367,Mujer,45,40-49,QUINTA DE TILCOCO,O'Higgins,O'Higgins,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
129389,Mujer,44,40-49,LANCO,Los Ríos,Los Ríos,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
130261,Hombre,42,40-49,ANTOFAGASTA,Antofagasta,Antofagasta,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
130368,Mujer,50,50-59,EL QUISCO,Valparaíso,Valparaíso,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
130782,Mujer,37,30-39,IQUIQUE,Tarapacá,Tarapacá,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
132386,Mujer,38,30-39,TALCAHUANO,Biobío,Biobío,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
132978,Mujer,60,60+,SAN RAMÓN,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
133053,Mujer,48,40-49,ARICA,Arica y Parinacota,Arica y Parinacota,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
133119,Mujer,41,40-49,LA GRANJA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
133333,Mujer,39,30-39,ISLA DE MAIPO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
133613,Mujer,41,40-49,PUERTO MONTT,Los Lagos,Los Lagos,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
133960,Mujer,36,30-39,CONCEPCIÓN,Biobío,Biobío,Particular Subvencionado,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
134093,Mujer,30,30-39,VIÑA DEL MAR,Valparaíso,Valparaíso,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
134719,Hombre,40,40-49,CHOLCHOL,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
135139,Mujer,59,50-59,SAN PEDRO DE LA PAZ,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
135282,Mujer,26,< 30,LA FLORIDA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
136522,Mujer,30,30-39,LA GRANJA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
136645,Mujer,49,40-49,ARICA,Arica y Parinacota,Arica y Parinacota,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
137014,Mujer,35,30-39,ALTO HOSPICIO,Tarapacá,Tarapacá,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
137054,Mujer,36,30-39,SAN ANTONIO,Valparaíso,Valparaíso,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
137782,Mujer,29,< 30,CONCEPCIÓN,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
138393,Mujer,42,40-49,PUERTO MONTT,Los Lagos,Los Lagos,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
138793,Mujer,43,40-49,INDEPENDENCIA,Metropolitana,Metropolitana,Particular Pagado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
138995,Mujer,33,30-39,ÑUÑOA,Metropolitana,Metropolitana,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
139414,Mujer,58,50-59,CHILLÁN VIEJO,Ñuble,Ñuble,Municipal,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
142726,Mujer,25,< 30,ANCUD,Los Lagos,Los Lagos,Servicio Local de Educación,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
142800,Hombre,40,40-49,MELIPILLA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
143900,Hombre,31,30-39,COQUIMBO,Coquimbo,Coquimbo,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
143943,Hombre,48,40-49,COYHAIQUE,Aysén,Aysén,Servicio Local de Educación,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
144363,Hombre,32,30-39,PEUMO,O'Higgins,O'Higgins,Municipal,Media H-C (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
144792,Mujer,30,30-39,RECOLETA,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
144806,Mujer,58,50-59,SAN BERNARDO,Metropolitana,Metropolitana,Particular Subvencionado,Básica (Niños),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
145114,Mujer,47,40-49,ARAUCO,Biobío,Biobío,Municipal,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
145301,Hombre,30,30-39,ALTO BIOBÍO,Biobío,Biobío,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
146031,Hombre,38,30-39,LINARES,Maule,Maule,Municipal,Media TP y Artística (Jóvenes),Urbana,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
146138,Hombre,35,30-39,CHOLCHOL,Araucanía,Araucanía,Particular Subvencionado,Básica (Niños),Rural,"HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES",Formación General
